Id,Link,Counter,File Name,Start Time,End Time,Duration,Identifier Timestamp,Identifier Coordinates,Object Involved,Cyclist Direction,Object Involved in Accident Direction,Ego Accident,Camera Position,Trimming Dimension for Resize,Time of Collision,Vulnerability Score,Abnormality,Severity Score,Fault,Right of Way,Age,Competitive Biking?,Dimensions
11,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=200,10,u4,0:03:20:00,0:03:26:00,6,00:03:20:20,938 49 1127 350,Car,Left,Forwards,0,Cycle Cam,,00:03:21:00,0.766666667,0,1,0,1,2,0,1280x720
12,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=208,11,u4,0:03:27:10,0:03:33:00,5.9,0:03:29:00,1080 278 1249 537,Cyclist,Left,Right,0,Front Dashcam,,00:03:29:66,0.166666667,0,1,0,0,3,0,1280x720
13,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=231,12,u4,0:03:51:00,0:03:54:00,3,00:03:52:00,579 319 704 468,Car,Right,Left,0,Cycle Cam,,00:03:53:00,0.166666667,0,3,1,0,-1,0,1280x720
14,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=241,13,u4,0:04:01:00,0:04:07:00,6,0:04:02:23,390 371 451 504,Motorcycle,Right,Forwards,0,Front Dashcam,,00:04:03:66,0.566666667,0,1,0,1,2,0,1280x720
15,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=250,14,u4,0:04:10:00,0:04:15:00,5,0:04:11:60,64 259 258 554,Car,Right,Forwards,1,Front Dashcam,,00:04:12:33,0.583333333,0,0,0,1,2,0,1280x720
16,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=263,15,u4,0:04:23:00,0:04:30:00,7,0:04:25:00,10 111 251 718,Car,Right,Forwards,1,Front Dashcam,,00:04:24:33,0.566666667,0,1,0,0,2,0,1280x720
17,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=286,16,u4,0:04:46:00,0:04:53:00,7,0:04:48:00,799 350 968 521,Car,Left,Forwards,0,Front Dashcam,,00:04:49:33,0.616666667,0,2,1,1,2,0,1280x720
18,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=297,17,u4,0:04:57:00,0:05:02:00,5,0:04:59:00,646 342 704 417,Motorcycle,Left,Forwards,0,Front Dashcam,,00:05:01:00,0.7,0,2,0,1,2,0,1280x720
19,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=303,18,u4,0:05:02:30,0:05:07:00,4.7,0:05:03:10,450 369 511 486,Car,Right,Forwards,0,Front Dashcam,,00:05:04:66,0.466666667,0,1,1,0,2,0,1280x720
20,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=311,19,u4,0:05:11:00,0:05:16:00,5,0:05:12:00,750 253 826 384,Car,Backwards,Right,0,Front Dashcam,,00:05:13:00,0.416666667,0,1,1,0,2,0,1280x720
21,https://www.youtube.com/watch?v=iSPqQrhLKzM&t=321,20,u4,0:05:20:20,0:05:26:00,5.8,0:05:22:20,342 262 492 410,Motorcycle,Right,Backwards,0,Front Dashcam,"0, -1",00:05:23:33,0.533333333,0,1,0,0,2,0,1280x720
22,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=0,1,u5,0:00:00:00,0:00:05:00,5,0:00:02:00,567 374 754 722,Motorcycle,Forwards,Backwards,0,Cycle Cam,,00:00:06:66,0.383333333,0,0,0,1,3,0,1280x720
23,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=33,2,u5,0:00:32:20,0:00:40:00,7.8,0:00:36:20,515 342 836 719,Cyclist,Left,Forwards,1,Cycle Cam,,00:00:40:66,0.25,0,1,0,1,2,0,1280x720
24,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=60,3,u5,0:01:00:00,0:01:02:00,2,0:01:01:00,868 147 985 429,Car,Forwards,Right,0,Back Cam,,00:01:01:00,0.45,0,0,1,0,2,0,1280x720
25,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=65,4,u5,0:01:05:00,0:01:09:00,4,0:01:06:00,629 114 675 190,Sidewalk,Forwards,None,0,Cycle Cam,,00:01:06:33,0.15,0,1,0,-1,2,0,1280x720
26,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=103,5,u5,0:01:43:00,0:01:46:00,3,0:01:44:00,368 336 492 430,Cyclist,Right,Forwards,1,Cycle Cam,,00:01:45:00,0.266666667,0,1,0,1,3,0,1280x720
27,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=178,6,u5,0:02:58:00,0:03:04:00,6,0:03:00:00,684 358 717 423,Car,Forwards,Left,0,Cycle Cam,,00:03:01:33,0.45,0,2,1,0,-1,0,1280x720
28,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=400,7,u5,0:06:40:00,0:06:47:00,7,0:06:44:00,602 265 634 329,Cyclist,Forwards,Left,0,Cycle Cam,,00:06:45:33,0.133333333,0,1,1,0,2,0,1280x720
29,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=425,8,u5,0:07:05:00,0:07:10:00,5,0:07:06:00,685 102 754 310,Cyclist,Forwards,Forwards,1,Cycle Cam,,00:07:08:66,0.3,0,1,1,0,2,0,1280x720
30,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=549,10,u5,0:09:09:00,0:09:14:00,5,0:09:11:00,503 48 624 206,Cyclist,Right,Forwards,1,Cycle Cam,,00:09:13:66,0.416666667,0,1,0,1,3,0,1280x720
31,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=665,11,u5,0:11:05:00,0:11:12:00,7,0:11:10:40,299 70 443 284,Cyclist,Forwards,Forwards,1,Cycle Cam,,00:11:11:00,0.25,0,1,0,0,2,0,1280x720
32,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=771,14,u5,0:12:51:00,0:12:56:00,5,0:12:53:00,521 74 641 296,None,Forwards,None,0,Cycle Cam,,00:12:55:50,0.266666667,0,0,0,0,3,0,1280x720
33,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=1174,18,u5,0:19:34:00,0:19:40:00,6,0:19:36:00,641 77 712 248,Cyclist,Backwards,Forwards,1,Cycle Cam,,00:17:19:66,0.533333333,0,2,0,1,2,0,1280x720
34,https://www.youtube.com/watch?v=4ebzE6aFgLY&t=22,1,u10,0:00:22:00,0:00:25:00,3,0:00:23:00,980 473 1042 586,Car,Backwards,Right,0,Front Dashcam,,00:00:23:66,0.5,0,2,1,0,2,0,1280x720
35,https://www.youtube.com/watch?v=X3HxWYm0GGE&t=9,1,u11,0:00:09:00,0:00:11:00,2,0:00:09:50,218 378 341 587,Cyclist,Right,Forwards,1,Front Dashcam,,00:00:10:00,0.366666667,0,1,1,0,2,0,1280x720
36,https://www.youtube.com/watch?v=N84CgPoWB_g&t=4,1,u13,0:00:04:00,0:00:11:00,7,0:00:09:00,243 400 281 470,Car,Forwards,Forwards,0,Front Dashcam,"0.33, -0.67",00:00:10:33,0.283333333,0,3,1,0,2,0,406x720
37,https://www.youtube.com/watch?v=1MbhLlsXoNo&t=77,1,u18,0:01:17:00,0:01:21:00,4,0:01:17:90,634 197 668 232,Car,Right,Forwards,0,Front Dashcam,,00:01:18:66,0.933333333,0,3,0,1,2,0,1280x720
38,https://www.youtube.com/watch?v=OVS9iKlf0Ss&t=15,1,u19,0:00:15:00,0:00:24:00,9,0:00:20:00,523 319 573 413,Car,Forwards,Left,0,Front Dashcam,,00:00:21:00,0.35,0,1,0,0,2,0,1280x720
39,https://www.youtube.com/watch?v=OVS9iKlf0Ss&t=241,2,u19,0:04:01:00,0:04:06:00,5,0:04:01:20,358 266 473 488,Car,Forwards,Left,0,"Front Dashcam, Risky",,00:04:05:00,0.2,0,0,1,0,2,0,1280x720
40,https://www.youtube.com/watch?v=l7YEytshVJo&t=225,1,u20,0:03:45:00,0:03:51:00,6,0:03:45:10,273 314 329 407,Car,Right,Forwards,1,"Front Dashcam, Risky",,00:03:47:00,0.7,0,0,0,1,2,0,1280x720
41,https://www.youtube.com/watch?v=QLdnuLRZZUY&t=74,1,u21,0:01:13:80,0:01:20:00,6.2,0:01:16:00,584 467 680 610,Car,Forwards,Left,0,Front Dashcam,,00:01:18:00,0.933333333,0,4,0,1,2,0,1280x720
42,https://www.youtube.com/watch?v=QLdnuLRZZUY&t=245,3,u21,0:04:05:00,0:04:12:00,7,0:04:07:90,861 401 924 461,Car,Left,Forwards,0,Front Dashcam,"0, -1",00:04:09:66,0.933333333,0,4,0,1,2,0,1280x720
43,https://www.youtube.com/watch?v=QLdnuLRZZUY&t=286,4,u21,0:04:46:00,0:04:51:00,5,0:04:47:50,472 249 506 291,Car,Left,Backwards,0,Front Dashcam,,00:04:49:00,0.933333333,0,4,1,0,2,0,1280x720
44,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=8,1,u22,0:00:08:00,0:00:11:00,3,0:00:09:50,44 325 283 656,Car,Forwards,Left,0,"Front Dashcam, Risky",,00:00:09:00,0.083333333,0,2,1,0,2,0,1280x720
45,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=12,2,u22,0:00:12:00,0:00:15:00,3,0:00:12:40,387 387 437 453,Car,Right,Backwards,0,Front Dashcam,,00:00:13:33,0.666666667,0,3,1,0,2,0,1280x720
46,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=19,3,u22,0:00:19:00,0:00:23:00,4,0:00:20:00,479 418 569 503,Car,Right,Backwards,0,Front Dashcam,,00:00:21:00,0.566666667,0,1,1,0,2,0,1280x720
47,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=26,4,u22,0:00:25:60,0:00:28:00,2.4,0:00:26:80,189 417 268 516,Car,Right,Backwards,0,Front Dashcam,,00:00:27:66,0.616666667,0,3,1,0,2,0,1280x720
48,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=31,5,u22,0:00:30:50,0:00:34:00,3.5,0:00:31:80,386 371 502 517,Car,Left,Backwards,0,Front Dashcam,,00:00:32:00,0.7,0,1,0,1,2,0,1280x720
49,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=47,6,u22,0:00:47:00,0:00:50:00,3,0:00:48:00,85 260 140 335,Car,Right,Backwards,0,Front Dashcam,,00:00:48:00,0.716666667,0,2,1,0,2,0,1280x720
50,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=56,7,u22,0:00:56:00,0:01:01:00,5,0:00:56:95,836 249 1277 694,Car,Left,Forwards,1,Front Dashcam,,00:00:57:00,0.866666667,0,1,0,1,2,0,1280x720
51,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=72,8,u22,0:01:12:00,0:01:20:00,8,0:01:13:50,751 384 885 638,Car,Forwards,Right,0,Front Dashcam,,00:01:19:00,0.566666667,0,2,1,0,1,0,1280x720
52,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=91,9,u22,0:01:30:60,0:01:35:00,4.4,0:01:32:00,580 407 621 464,Pedestrian,Backwards,Left,0,Front Dashcam,,00:01:32:00,0.45,0,1,0,1,2,0,1280x720
53,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=99,10,u22,0:01:38:40,0:01:42:00,3.6,0:01:40:00,301 396 380 483,Car,Left,Right,0,Front Dashcam,,00:01:40:66,0.566666667,0,2,1,0,2,0,1280x720
54,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=141,13,u22,0:02:21:00,0:02:25:00,4,0:02:22:00,769 267 917 529,Car,Forwards,Right,0,Front Dashcam,,00:02:22:00,0.633333333,0,2,1,0,2,0,1280x720
55,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=157,14,u22,0:02:37:00,0:02:47:00,10,0:02:42:00,598 323 774 602,Truck,Forwards,Left,0,Front Dashcam,,00:02:46:00,0.933333333,0,3,1,1,2,0,1280x720
56,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=177,15,u22,0:02:57:00,0:03:00:00,3,0:02:58:60,127 436 203 521,Pedestrian,Right,Left,0,Front Dashcam,,00:02:59:00,0.783333333,0,2,0,0,1,0,1280x720
57,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=182,16,u22,0:03:01:50,0:03:10:00,8.5,0:03:05:00,456 371 637 693,Motorcycle,Forwards,Forwards,0,Front Dashcam,,00:03:08:66,0.866666667,0,3,0,1,2,0,1280x720
58,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=214,19,u22,0:03:34:00,0:03:39:00,5,0:03:35:00,1174 268 1277 694,Car-Door,Forwards,None,0,Front Dashcam,,00:03:36:00,0.233333333,0,1,1,0,2,0,1280x720
59,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=223,20,u22,0:03:42:45,0:03:45:00,2.55,0:03:42:45,48 352 206 568,Car,Forwards,Right,1,Front Dashcam,,00:03:44:00,0.4,0,1,1,0,1,0,1280x720
60,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=235,21,u22,0:03:55:00,0:04:03:00,8,0:03:58:00,667 395 747 506,Car,Forwards,Forwards,1,Front Dashcam,,00:04:01:00,0.066666667,0,1,1,0,2,0,1280x720
61,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=245,22,u22,0:04:05:00,0:04:10:00,5,0:04:06:20,651 314 743 463,Car,Forwards,Left,1,Front Dashcam,,00:04:07:00,0.716666667,0,1,0,0,2,0,1280x720
62,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=265,24,u22,0:04:24:10,0:04:31:00,6.9,0:04:27:10,1059 339 1131 421,Car,Left,Right,0,Front Dashcam,,00:04:29:00,0.7,0,2,0,0,2,0,1280x720
63,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=273,25,u22,0:04:33:00,0:04:36:00,3,0:04:34:20,706 333 842 603,Car,Backwards,Backwards,1,Cycle Back Cam,,00:04:35:00,0.15,0,2,1,0,2,1,1280x720
64,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=278,26,u22,0:04:38:00,0:04:42:00,4,0:04:39:00,742 172 941 656,Car,Forwards,Forwards,0,Cycle Cam,,00:04:40:00,0.15,0,2,1,0,2,1,1280x720
65,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=322,27,u22,0:05:22:00,0:05:30:00,8,0:05:23:00,200 325 270 418,Car,Backwards,Forwards,1,Front Dashcam,,00:05:25:00,0.85,0,2,0,1,2,0,1280x720
66,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=410,30,u22,0:06:50:00,0:06:55:00,5,0:06:51:50,948 368 1221 655,Car,Left,Forwards,0,Front Dashcam,,00:06:52:00,0.283333333,0,2,0,1,2,0,1280x720
67,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=429,31,u22,0:07:09:00,0:07:12:00,3,0:07:10:30,911 53 1277 668,Car,Left,Forwards,1,Front Dashcam,,00:07:10:00,0.7,0,1,1,0,2,0,1280x720
68,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=457,33,u22,0:07:36:50,0:07:44:00,7.5,0:07:42:13,508 286 569 428,Cyclist,Backwards,Forwards,1,Cycle Cam,,00:07:04:00,0.5,0,2,1,0,2,0,1280x720
69,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=512,34,u22,0:08:32:00,0:08:35:00,3,0:08:33:00,1130 296 1267 461,Car,Left,Forwards,1,Front Dashcam,,00:08:34:00,0.716666667,0,0,0,1,3,0,1280x720
70,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=520,36,u22,0:08:39:10,0:08:44:00,4.9,0:08:40:10,291 394 409 676,Car,Forwards,Left,0,Front Dashcam,,00:08:41:00,0.566666667,0,1,-1,0,2,1,1280x720
71,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=527,37,u22,0:08:47:00,0:08:55:00,8,0:08:50:00,371 192 517 388,Motorcycle,Forwards,Right,0,Front Dashcam,,00:08:51:66,0.85,0,2,0,1,2,0,1280x720
72,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=537,38,u22,0:08:57:00,0:09:09:00,12,0:08:59:00,632 18 790 445,Car,Backwards,Backwards,0,Back Cam,,00:09:24:66,0.733333333,0,2,1,0,2,1,1280x720
73,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=551,39,u22,0:09:11:00,0:09:15:00,4,0:09:11:40,1097 433 1172 555,Car,Left,Forwards,0,Front Dashcam,,00:09:14:00,0.766666667,0,3,0,0,3,0,1280x720
74,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=577,41,u22,0:09:37:00,0:09:48:00,11,0:09:38:00,160 363 215 455,Truck,Forwards,Right,0,Front Dashcam,,00:09:46:00,0.15,0,2,1,0,2,1,1280x720
75,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=597,42,u22,0:09:57:00,0:10:01:00,4,0:09:57:70,170 206 339 539,Motorcycle,Forwards,Left,0,Front Dashcam,,00:10:00:00,0.55,0,1,1,0,2,0,1280x720
76,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=641,44,u22,0:10:41:00,0:10:44:00,3,0:10:41:00,685 277 772 355,Car,Left,Forwards,0,Front Dashcam,,00:10:42:00,0.483333333,0,1,1,0,2,0,1280x720
77,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=750,45,u22,0:12:30:00,0:12:31:50,1.5,0:12:30:60,1159 2 1279 655,Car,Forwards,Left,0,Cycle Cam,,00:12:31:00,0.583333333,0,2,1,0,2,1,1280x720
78,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=755,46,u22,0:12:34:40,0:12:40:00,5.6,0:12:34:40,641 342 685 418,Car,Forwards,Right,0,Front Dashcam,,00:12:38:00,0.416666667,0,1,1,0,2,0,1280x720
79,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=763,47,u22,0:12:43:00,0:12:47:00,4,0:12:44:00,655 259 702 349,Car,Forwards,Forwards,0,Front Dashcam,,00:12:45:00,0.133333333,0,1,1,0,2,0,1280x720
80,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=832,49,u22,0:13:52:00,0:13:57:00,5,0:13:54:10,127 373 326 657,Car,Forwards,Left,0,Front Dashcam,,00:13:54:00,0.15,0,2,1,0,2,0,1280x720
81,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=856,50,u22,0:14:16:00,0:14:20:00,4,0:14:16:50,766 330 870 479,Car,Forwards,Left,0,Front Dashcam,,00:14:18:00,0.55,0,1,1,0,2,0,1280x720
82,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=875,51,u22,0:14:34:10,0:14:40:00,5.9,0:14:34:40,679 437 749 552,Car,Forwards,Right,0,Front Dashcam,,00:14:35:00,0.45,0,2,1,0,1,0,1280x720
83,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=883,52,u22,0:14:42:20,0:14:48:00,5.8,0:14:44:20,711 361 757 449,Car,Left,Forwards,0,Front Dashcam,,00:14:45:00,0.35,0,1,1,0,2,0,1280x720
84,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=899,53,u22,0:14:58:25,0:15:04:00,5.75,0:14:58:35,640 404 675 490,Car,Forwards,Left,0,Front Dashcam,,00:15:02:00,0.066666667,0,2,1,0,2,0,1280x720
85,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=906,54,u22,0:15:06:00,0:15:13:00,7,0:15:06:50,732 334 814 429,Car,Left,Forwards,0,Front Dashcam,"0, -1",00:15:11:00,0.366666667,0,1,1,0,3,0,1280x720
86,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=922,55,u22,0:15:21:50,0:15:25:00,3.5,0:15:22:50,1182 386 1279 664,Car,Forwards,Forwards,0,Front Dashcam,,00:15:23:00,0.45,0,3,1,0,2,0,1280x720
87,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=935,56,u22,0:15:35:00,0:15:38:00,3,0:15:35:90,397 412 487 513,Truck,Left,Left,0,Front Dashcam,,00:15:36:00,0.7,0,3,1,0,3,0,1280x720
88,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=946,57,u22,0:15:46:00,0:15:49:00,3,0:15:47:40,738 252 949 474,Car,Left,Backwards,0,Front Dashcam,,00:15:47:00,0.15,0,1,1,0,1,0,1280x720
89,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=950,58,u22,0:15:50:00,0:16:00:00,10,0:15:57:00,938 181 1130 522,Car,Forwards,Right,0,Front Dashcam,,00:15:58:33,0.15,0,3,1,0,2,0,1920x1080
90,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1022,59,u22,0:17:02:00,0:17:07:00,5,0:17:04:50,1059 598 1150 689,Car,Left,Right,0,Front Dashcam,,00:17:05:00,0.416666667,0,2,1,0,2,0,1280x720
91,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1039,60,u22,0:17:19:00,0:17:23:00,4,0:17:21:00,135 340 1148 664,Car,Left,Forwards,1,Front Dashcam,,00:17:20:00,0.716666667,0,2,0,1,2,0,1280x720
92,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1049,61,u22,0:17:28:10,0:17:31:00,2.9,0:17:29:10,639 151 705 241,Car,Right,Forwards,1,Front Dashcam,,00:17:30:33,0.933333333,0,2,0,1,2,0,1280x720
93,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1066,62,u22,0:17:46:00,0:17:52:00,6,0:17:46:00,565 363 616 428,Car,Forwards,Left,0,Motorcycle Cam,,00:17:50:00,0.133333333,0,1,1,0,2,1,1280x720
94,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1075,63,u22,0:17:55:00,0:17:59:00,4,0:17:55:00,443 446 526 591,Car,Forwards,Forwards,0,Front Dashcam,,00:14:36:00,0.35,0,1,1,0,2,0,1280x720
95,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1084,64,u22,0:18:04:00,0:18:08:00,4,0:18:05:00,345 311 453 550,Pedestrian,Forwards,Left,0,Front Dashcam,,00:18:05:66,0.433333333,0,2,-1,0,2,1,1280x720
96,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1104,65,u22,0:18:24:00,0:18:31:00,7,0:18:25:00,599 317 658 397,Car,Backwards,None,1,Front Dashcam,,00:18:29:00,0.366666667,0,1,1,1,1,1,1280x720
97,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1154,67,u22,0:19:14:00,0:19:16:00,2,0:19:14:00,647 201 716 376,Dog,Forwards,None,0,"Cycle Cam, Multiple",,00:19:14:66,0.066666667,0,2,1,0,2,1,1280x720
98,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1159,68,u22,0:19:18:30,0:19:23:00,4.7,0:19:18:30,817 420 855 500,Truck,Forwards,Forwards,0,Cycle Cam,,00:19:20:00,0.15,0,1,1,0,2,0,1280x720
99,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1176,69,u22,0:19:35:50,0:19:52:00,16.5,0:19:35:80,421 360 610 629,Car,Forwards,Forwards,0,Front Dashcam,,00:19:51:00,0.283333333,0,1,1,0,2,0,1280x720
100,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1211,71,u22,0:20:11:00,0:20:15:00,4,0:20:12:30,86 368 292 639,Car,Right,Forwards,1,Front Dashcam,,00:20:12:00,0.783333333,0,3,1,1,2,0,1280x720
101,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1233,72,u22,0:20:33:00,0:20:37:00,4,0:20:35:40,553 248 900 635,Car,Forwards,Forwards,0,Cycle Cam,,00:20:34:33,0.3,0,1,1,0,2,0,1280x720
102,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1249,74,u22,0:20:49:00,0:20:55:00,6,0:20:49:00,2 413 457 716,Car,Forwards,Forwards,0,Cycle Cam,,00:20:53:33,0.383333333,0,2,1,0,2,0,1280x720
103,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1282,75,u22,0:21:21:30,0:21:27:00,5.7,0:21:23:30,481 208 610 513,Cyclist,Forwards,Right,0,Front Dashcam,,00:21:25:00,0.15,0,1,1,0,2,0,1280x720
104,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1289,76,u22,0:21:29:00,0:21:35:00,6,0:21:31:00,115 414 209 571,Car,Forwards,Right,0,Front Dashcam,,00:21:32:00,0.783333333,0,2,0,1,2,0,1280x720
105,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1341,77,u22,0:22:20:20,0:22:24:00,3.8,0:22:20:20,692 378 734 480,Car,Forwards,Forwards,0,Front Dashcam,,00:22:22:00,0.2,0,1,0,0,2,1,1280x720
106,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1349,78,u22,0:22:29:00,0:22:35:00,6,0:22:31:00,804 185 870 309,None,Backwards,None,0,Cycle Back Cam,,00:22:33:00,0.066666667,1,1,0,0,2,1,1280x720
107,https://www.youtube.com/watch?v=vYrxbdhLEN0&t=1365,79,u22,0:22:45:00,0:22:48:00,3,0:22:45:00,1146 361 1276 532,Car,Left,Backwards,0,Front Dashcam,,00:22:47:00,0.55,0,1,1,0,2,0,1280x720
